Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Type of renewable technology,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",188,Costa Rica,G,HYDROPOWER,CON_USD_M,0,139.9,0,0,0,0,0,0.65,0,0,0,141.66,596.72,102.34,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",188,Costa Rica,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",188,Costa Rica,G,MULTIPLE,CON_USD_M,0,0,0,18.31,0,0,0,0,0.01,0.01,0.1,1.37,0.67,3.8,2.47,0.03,6,0.01,1.01,0.44,319.2,0.53,65
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",188,Costa Rica,G,SOLAR,CON_USD_M,0,0,0,0,0,0,0,0,0,0,7.53,0,0,0,0,0,156.91,0,0.03,0.31,0,15.03,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",188,Costa Rica,G,WIND,CON_USD_M,0,0,0,0.17,0,0.01,0,0,0.01,0,0,0,0,28.27,0,169.57,26.84,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",384,Côte d'Ivoire,G,ALL,CON_USD_M,15.04,0,0,0,0,0,0,0,0,0,0.98,16.65,0.28,560.64,0,0.91,38.23,42.79,63.7,350.04,76.03,325.06,350.33
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",384,Côte d'Ivoire,G,BIOENERGY,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0.12,0,9.48,165.56,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",384,Côte d'Ivoire,G,GEOTHERMAL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.16,23.3
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",384,Côte d'Ivoire,G,HYDROPOWER,CON_USD_M,15.04,0,0,0,0,0,0,0,0,0,0,0,0,560.64,0,0.9,31.55,30.24,0,325.42,0,46.06,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",384,Côte d'Ivoire,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",384,Côte d'Ivoire,G,MULTIPLE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0.98,16.64,0,0.01,0,0.01,0.01,0,34.21,12.83,40.02,6.12,141.99
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",384,Côte d'Ivoire,G,SOLAR,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0.01,0.28,0,0,0,5.9,12.55,29.36,11.79,26.53,88.16,185.04
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",384,Côte d'Ivoire,G,WIND,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",192,Cuba,G,ALL,CON_USD_M,0.87,5.04,1.97,0.39,1.01,0.46,0.43,0.01,0.05,1.01,4.58,1.44,0.46,3.39,0.05,86.55,33.96,54.09,7.71,6.27,3.2,0.13,2.29
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",192,Cuba,G,BIOENERGY,CON_USD_M,0,0,0.02,0,0,0,0,0,0,0,0.13,0,0,0,0,68.09,0.12,0,0.03,0.01,0,0,0.2
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",192,Cuba,G,GEOTHERMAL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",192,Cuba,G,HYDROPOWER,CON_USD_M,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.23,0,0,0.03,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",192,Cuba,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",192,Cuba,G,MULTIPLE,CON_USD_M,0,0.98,1.86,0.06,0.31,0,0.2,0,0,1.01,4.37,0.57,0.14,3,0,1.15,0.58,1.73,7.68,4.16,0.01,0,0.84
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",192,Cuba,G,SOLAR,CON_USD_M,0.3,4.06,0.09,0.33,0.71,0.46,0.22,0.01,0.05,0,0.09,0.86,0.31,0.39,0.05,17.31,0.03,52.37,0,2.07,3.19,0.13,0.99
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",192,Cuba,G,WIND,CON_USD_M,0.52,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",408,Democratic People's Republic of Korea,G,ALL,CON_USD_M,0,0,0.04,0,0.41,0.15,0.09,0,0,0,0,0,0.03,0.04,0,0,0.37,2.64,0.72,1.12,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",408,Democratic People's Republic of Korea,G,BIOENERGY,CON_USD_M,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",408,Democratic People's Republic of Korea,G,GEOTHERMAL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",408,Democratic People's Republic of Korea,G,HYDROPOWER,CON_USD_M,0,0,0,0,0.38,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",408,Democratic People's Republic of Korea,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",408,Democratic People's Republic of Korea,G,MULTIPLE,CON_USD_M,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.37,2.64,0.72,1.12,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",408,Democratic People's Republic of Korea,G,SOLAR,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",408,Democratic People's Republic of Korea,G,WIND,CON_USD_M,0,0,0,0,0,0,0.09,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",180,Democratic Republic of the Congo,G,ALL,CON_USD_M,0,0.04,0.07,0,0,1.47,0,230.62,59.42,0.06,0.45,643.65,0.08,28.51,79.02,0.67,38.23,47.88,0.08,0.39,0.64,42.25,5.92
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",180,Democratic Republic of the Congo,G,BIOENERGY,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0.14,0.11,0,0,0,0,0,5.04,0,0.06,0,0.03,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",180,Democratic Republic of the Congo,G,GEOTHERMAL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",180,Democratic Republic of the Congo,G,HYDROPOWER,CON_USD_M,0,0,0,0,0,1.47,0,230.61,58.93,0,0.02,643.54,0,27.59,77.96,0,26.24,42.74,0,0,0,4.93,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",180,Democratic Republic of the Congo,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",180,Democratic Republic of the Congo,G,MULTIPLE,CON_USD_M,0,0.01,0.07,0,0,0,0,0,0.49,0,0.26,0,0,0.92,1.05,0.66,0.03,0.1,0.07,0.23,0.58,16.14,4.68
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",180,Democratic Republic of the Congo,G,SOLAR,CON_USD_M,0,0.03,0,0,0,0,0,0.01,0,0.06,0.02,0,0.08,0,0.01,0.01,11.96,0,0.01,0.1,0.06,21.16,1.24
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",180,Democratic Republic of the Congo,G,WIND,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",262,Djibouti,G,ALL,CON_USD_M,0,0,0,0,0,6.46,0,0,0,5.56,13.54,0.01,10.36,8.99,3.44,0.93,1.32,1.72,33.37,29.46,1.46,0.37,57.64
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",262,Djibouti,G,BIOENERGY,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",262,Djibouti,G,GEOTHERMAL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,7.49,0,6.23,5.91,3.22,0,0,0,32.09,0,0,0,0.03
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",262,Djibouti,G,HYDROPOWER,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",262,Djibouti,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",262,Djibouti,G,MULTIPLE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,3.08,0.22,0.93,1.32,1.72,1.15,3.53,1.39,0.37,6.29
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",262,Djibouti,G,SOLAR,CON_USD_M,0,0,0,0,0,0,0,0,0,5.56,1.18,0,0,0,0,0,0,0,0.01,1.86,0.07,0,33.03
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",262,Djibouti,G,WIND,CON_USD_M,0,0,0,0,0,6.46,0,0,0,0,4.88,0,4.08,0,0,0,0,0,0.11,24.07,0,0,17.72
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",212,Dominica,G,ALL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42,1.86,0,0,14.51,1.8,9.79,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",212,Dominica,G,BIOENERGY,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",212,Dominica,G,GEOTHERMAL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42,0,0,0,11.15,0,9.42,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",212,Dominica,G,HYDROPOWER,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",212,Dominica,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",212,Dominica,G,MULTIPLE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,0.37,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",212,Dominica,G,SOLAR,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,1.8,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",212,Dominica,G,WIND,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",214,Dominican Republic,G,ALL,CON_USD_M,12.35,4.63,0.71,0,0.53,7.02,0.59,0.4,0.16,0.34,85.77,0.26,1.52,0.02,0.47,0.53,89.68,90.52,0.4,46.75,1.03,105.74,91.25
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",214,Dominican Republic,G,BIOENERGY,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",214,Dominican Republic,G,GEOTHERMAL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",214,Dominican Republic,G,HYDROPOWER,CON_USD_M,12.35,1.25,0.59,0,0,0,0,0,0,0,85.68,0,0,0,0.12,0,0,0,0,0.15,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",214,Dominican Republic,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",214,Dominican Republic,G,MULTIPLE,CON_USD_M,0,3.38,0,0,0.53,0.06,0.55,0.11,0.16,0,0.09,0,1.41,0.01,0,0.53,0.01,0.12,0.32,42.7,0,75.07,0.14
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",214,Dominican Republic,G,SOLAR,CON_USD_M,0,0,0.12,0,0,0,0.05,0.29,0,0,0,0.1,0,0,0.36,0,89.67,45.97,0.08,0.12,0.03,3,91.11
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",214,Dominican Republic,G,WIND,CON_USD_M,0,0,0,0,0,6.96,0,0,0,0.34,0,0.15,0.11,0,0,0,0,44.43,0,3.79,0.29,27.67,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",753,Eastern and South-Eastern Asia,G,ALL,CON_USD_M,427.98,446.04,346.42,786.23,681.85,440.62,460.01,522.24,710.67,1420.88,383.98,2138.16,1269.04,1712.43,3351.73,866.84,3414.49,3469.5,2669.58,967.59,1174.44,1501.97,1366.57
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",753,Eastern and South-Eastern Asia,G,BIOENERGY,CON_USD_M,0.19,3.65,0.04,2.09,1.57,0.81,4.88,6.71,17.97,42.47,83.24,17.62,65.4,171.86,51.24,82.43,104.62,91.76,193.88,152.52,57.73,82.55,62.31
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",753,Eastern and South-Eastern Asia,G,GEOTHERMAL,CON_USD_M,0.13,0,0.47,0,51.39,179.6,8.88,0.03,0.55,41.33,2.86,438.22,0.52,273.75,744.9,216.21,81.64,95.76,884.92,193.02,318.99,0.35,0.43
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",753,Eastern and South-Eastern Asia,G,HYDROPOWER,CON_USD_M,141.75,375.57,227.31,498.88,583.63,17.45,287.66,495.87,646.61,809.21,99.47,1274.16,929.68,806.14,2211.51,90.52,714.18,2542.12,966.76,0.93,167.29,237.83,303.62
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",753,Eastern and South-Eastern Asia,G,MARINE,CON_USD_M,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",753,Eastern and South-Eastern Asia,G,MULTIPLE,CON_USD_M,272.34,19.58,49.46,239.49,25.59,211.28,138.89,18.58,12.86,512.15,104.24,91.45,215.17,286.07,157.99,301.25,1095.09,272.99,276.54,423.21,288.18,354.63,688.1
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",753,Eastern and South-Eastern Asia,G,SOLAR,CON_USD_M,10.19,35.09,18.8,30.57,13,6.11,14.14,0.22,0,15.71,21.67,316.7,30.72,153.81,162.68,91.35,1219.32,310.45,302.96,87.42,241.99,733.32,129.93
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",753,Eastern and South-Eastern Asia,G,WIND,CON_USD_M,3.38,12.16,50.34,15.2,6.67,25.38,5.13,0.82,32.67,0.01,72.51,0.01,27.57,20.81,23.41,85.08,199.64,156.41,44.53,107.62,100.26,93.28,182.18
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",30,Eastern Asia,G,ALL,CON_USD_M,271.02,330.78,221.78,31.14,36.06,172.09,146.03,40.95,127.06,112.23,156.64,47.1,142.26,329.73,251.57,101.66,1607.86,502.61,476.76,233.49,235.6,103.71,55.69
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",30,Eastern Asia,G,BIOENERGY,CON_USD_M,0,0,0.02,0,0.51,0.27,4.75,1.55,8.02,32.84,71.17,15.74,62.15,110.17,45.31,79.63,82.05,80.65,40.56,152.52,57.32,82.39,52.24
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",30,Eastern Asia,G,GEOTHERMAL,CON_USD_M,0,0,0.47,0,0,0,0,0,0.55,28.53,0,0,0,0,0,0.1,0.43,0.11,106.52,42.92,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",30,Eastern Asia,G,HYDROPOWER,CON_USD_M,0.05,284.42,197.9,4.68,0.38,0.14,26.23,24.06,83.11,35.84,0,0,0.06,104.5,12.51,0,0.46,0.26,80.86,0,0,0,0.05
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",30,Eastern Asia,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",30,Eastern Asia,G,MULTIPLE,CON_USD_M,267.6,0.28,4.84,13.6,22.19,159.38,109.91,14.59,4.72,2.97,13.78,31.37,52.51,53.07,40.32,21.72,1051.72,123.21,102.58,24.23,54.27,19,0.88
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",30,Eastern Asia,G,SOLAR,CON_USD_M,0,33.92,18.55,12.86,12.97,0.18,0.01,0,0,12.05,0,0,0,61.97,153.43,0.1,408.52,216.84,102.22,11.57,97.08,2.32,2.51
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",30,Eastern Asia,G,WIND,CON_USD_M,3.37,12.16,0,0,0,12.13,5.13,0.76,30.65,0,71.7,0,27.52,0.02,0,0.1,64.67,81.55,44.01,0.09,26.93,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218,Ecuador,G,ALL,CON_USD_M,2.47,2.33,0.91,0.4,0.34,9.13,0.01,0,3.07,1.41,2366.76,1148.23,29.01,371.92,6.68,34.07,147.06,40.66,0.94,65.04,74.62,6.03,95.18
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218,Ecuador,G,BIOENERGY,CON_USD_M,0,0,0,0,0,0,0,0,1.47,0,0.01,0.72,3.02,0,0.01,8.63,0.01,0.01,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218,Ecuador,G,GEOTHERMAL,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.25,0,0,0,0.12,0.11
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218,Ecuador,G,HYDROPOWER,CON_USD_M,0,0,0,0,0.01,0,0,0,0.03,0,2346.93,1100.94,25.82,350.38,0,24.94,11.41,29.44,0,0,0,0,0
7,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218,Ecuador,G,MARINE,CON_USD_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
